"ATP","Location","Tournament","Date","Series","Court","Surface","Round","Best.of","Winner","Loser","WRank","LRank","W1","L1","W2","L2","W3","L3","W4","L4","W5","L5","Wsets","Lsets","Comment"
6,"Melbourne","Australian Open","1/17/06","Grand Slam","Outdoor","Hard","1st Round",5,"Verdasco F.","Carlsen K.","30","63","925","590",7,6,6,4,6,4,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/17/06","Grand Slam","Outdoor","Hard","1st Round",5,"Ferrero J.C.","Zib T.","17","70","1500","544",7,5,6,0,6,2,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/17/06","Grand Slam","Outdoor","Hard","1st Round",5,"Grosjean S.","Philippoussis M.","28","165","1080","243",6,4,6,2,6,3,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/18/06","Grand Slam","Outdoor","Hard","2nd Round",5,"Ljubicic I.","Kohlschreiber P.","8","79","2180","500",7,5,6,2,6,1,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/18/06","Grand Slam","Outdoor","Hard","2nd Round",5,"Gremelmayr D.","Ginepri R.","177","18","218","1495",2,6,5,7,6,4,6,3,6,3,"3"
6,"Melbourne","Australian Open","1/18/06","Grand Slam","Outdoor","Hard","2nd Round",5,"Baghdatis M.","Stepanek R.","54","20","684","1440",6,4,6,3,3,6,0,6,7,5,"3"
6,"Melbourne","Australian Open","1/18/06","Grand Slam","Outdoor","Hard","2nd Round",5,"Gaudio G.","Burgsmuller L.","10","143","2050","295",6,3,6,2,6,3,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/18/06","Grand Slam","Outdoor","Hard","2nd Round",5,"Ferrer D.","Bracciali D.","14","80","1635","498",6,4,6,4,6,7,6,2,NA,NA,"3"
6,"Melbourne","Australian Open","1/18/06","Grand Slam","Outdoor","Hard","2nd Round",5,"Santoro F.","Pavel A.","65","82","580","485",6,4,6,1,6,4,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/18/06","Grand Slam","Outdoor","Hard","2nd Round",5,"Benneteau J.","Garcia-Lopez G.","162","110","255","393",6,4,7,6,6,1,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/18/06","Grand Slam","Outdoor","Hard","2nd Round",5,"Ancic M.","Hernych J.","21","90","1390","455",6,1,6,4,6,4,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/18/06","Grand Slam","Outdoor","Hard","2nd Round",5,"Nieminen J.","Wang Y.T.","24","98","1230","423",6,2,7,6,6,2,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/18/06","Grand Slam","Outdoor","Hard","2nd Round",5,"Lopez F.","Muller G.","33","71","900","538",6,2,6,4,6,7,6,4,NA,NA,"3"
6,"Melbourne","Australian Open","1/18/06","Grand Slam","Outdoor","Hard","2nd Round",5,"Blake J.","Faurel J.C.","22","203","1390","183",2,6,6,1,6,4,6,3,NA,NA,"3"
6,"Melbourne","Australian Open","1/18/06","Grand Slam","Outdoor","Hard","2nd Round",5,"Roddick A.","Moodie W.","3","60","3085","603",7,5,6,3,6,2,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/18/06","Grand Slam","Outdoor","Hard","2nd Round",5,"Simon G.","Berdych T.","123","23","365","1250",6,3,6,2,4,6,6,2,NA,NA,"3"
6,"Melbourne","Australian Open","1/18/06","Grand Slam","Outdoor","Hard","2nd Round",5,"Robredo T.","Tursunov D.","19","53","1490","690",7,6,3,6,7,6,6,3,NA,NA,"3"
6,"Melbourne","Australian Open","1/18/06","Grand Slam","Outdoor","Hard","2nd Round",5,"Johansson T.","Malisse X.","13","39","1645","836",6,3,3,6,7,5,4,6,6,3,"3"
6,"Melbourne","Australian Open","1/18/06","Grand Slam","Outdoor","Hard","2nd Round",5,"Nalbandian D.","Wawrinka S.","4","46","2370","735",6,4,3,6,6,4,6,2,NA,NA,"3"
6,"Melbourne","Australian Open","1/19/06","Grand Slam","Outdoor","Hard","2nd Round",5,"Luczak P.","Rochus O.","139","29","304","1045",6,7,6,4,6,1,6,7,6,1,"3"
6,"Melbourne","Australian Open","1/19/06","Grand Slam","Outdoor","Hard","2nd Round",5,"Davydenko N.","Kim K.","5","99","2355","416",4,6,6,0,6,3,6,2,NA,NA,"3"
6,"Melbourne","Australian Open","1/19/06","Grand Slam","Outdoor","Hard","2nd Round",5,"Vliegen K.","Verdasco F.","84","30","481","925",3,6,6,2,7,6,7,5,NA,NA,"3"
6,"Melbourne","Australian Open","1/19/06","Grand Slam","Outdoor","Hard","2nd Round",5,"Mirnyi M.","Sanguinetti D.","34","44","890","779",7,5,6,3,4,6,7,6,NA,NA,"3"
6,"Melbourne","Australian Open","1/19/06","Grand Slam","Outdoor","Hard","2nd Round",5,"Andreev I.","Sluiter R.","26","103","1215","407",3,6,6,3,7,6,2,6,6,2,"3"
6,"Melbourne","Australian Open","1/19/06","Grand Slam","Outdoor","Hard","2nd Round",5,"Coria G.","Luzzi F.","9","186","2175","209",7,6,6,4,6,3,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/19/06","Grand Slam","Outdoor","Hard","2nd Round",5,"Hrbaty D.","Norman D.","15","104","1540","404",6,2,7,5,5,7,4,6,10,8,"3"
6,"Melbourne","Australian Open","1/19/06","Grand Slam","Outdoor","Hard","2nd Round",5,"Federer R.","Mayer F.","1","69","6725","544",6,1,6,4,6,0,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/19/06","Grand Slam","Outdoor","Hard","2nd Round",5,"Grosjean S.","Monaco J.","28","85","1080","477",6,4,6,3,6,3,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/19/06","Grand Slam","Outdoor","Hard","2nd Round",5,"Kiefer N.","Pashanski B.","25","77","1215","502",4,6,6,1,6,4,6,1,NA,NA,"3"
6,"Melbourne","Australian Open","1/19/06","Grand Slam","Outdoor","Hard","2nd Round",5,"Horna L.","Phau B.","81","91","492","454",6,3,6,2,6,1,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/19/06","Grand Slam","Outdoor","Hard","2nd Round",5,"Healey N.","Delic A.","240","173","148","224",6,4,6,7,6,3,6,4,NA,NA,"3"
6,"Melbourne","Australian Open","1/19/06","Grand Slam","Outdoor","Hard","2nd Round",5,"Ferrero J.C.","Tipsarevic J.","17","137","1500","309",6,3,3,6,5,7,6,3,6,2,"3"
6,"Melbourne","Australian Open","1/19/06","Grand Slam","Outdoor","Hard","2nd Round",5,"Mathieu P.H.","Bogomolov A.","48","202","713","184",6,0,7,6,6,2,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/19/06","Grand Slam","Outdoor","Hard","2nd Round",5,"Haas T.","Goldstein P.","41","68","825","567",6,0,6,1,6,2,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/19/06","Grand Slam","Outdoor","Hard","2nd Round",5,"Chela J.I.","Hewitt L.","51","6","695","2330",6,4,6,4,6,7,6,2,NA,NA,"3"
6,"Melbourne","Australian Open","1/20/06","Grand Slam","Outdoor","Hard","3rd Round",5,"Santoro F.","Gaudio G.","65","10","580","2050",6,3,6,2,5,7,1,6,6,4,"3"
6,"Melbourne","Australian Open","1/20/06","Grand Slam","Outdoor","Hard","3rd Round",5,"Ferrer D.","Ancic M.","14","21","1635","1390",6,3,6,3,6,3,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/20/06","Grand Slam","Outdoor","Hard","3rd Round",5,"Baghdatis M.","Gremelmayr D.","54","177","684","218",6,2,6,1,6,2,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/20/06","Grand Slam","Outdoor","Hard","3rd Round",5,"Roddick A.","Benneteau J.","3","162","3085","255",6,1,6,2,6,2,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/20/06","Grand Slam","Outdoor","Hard","3rd Round",5,"Nalbandian D.","Nieminen J.","4","24","2370","1230",2,6,6,3,6,2,7,5,NA,NA,"3"
6,"Melbourne","Australian Open","1/20/06","Grand Slam","Outdoor","Hard","3rd Round",5,"Johansson T.","Simon G.","13","123","1645","365",6,3,6,2,6,1,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/20/06","Grand Slam","Outdoor","Hard","3rd Round",5,"Ljubicic I.","Lopez F.","8","33","2180","900",7,5,7,6,6,0,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/20/06","Grand Slam","Outdoor","Hard","3rd Round",5,"Robredo T.","Blake J.","19","22","1490","1390",6,3,6,4,6,4,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/21/06","Grand Slam","Outdoor","Hard","3rd Round",5,"Mathieu P.H.","Horna L.","48","81","713","492",7,6,7,6,6,1,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/21/06","Grand Slam","Outdoor","Hard","3rd Round",5,"Grosjean S.","Coria G.","28","9","1080","2175",6,2,6,2,3,6,6,4,NA,NA,"3"
6,"Melbourne","Australian Open","1/21/06","Grand Slam","Outdoor","Hard","3rd Round",5,"Hrbaty D.","Andreev I.","15","26","1540","1215",1,6,6,4,6,3,2,6,6,4,"3"
6,"Melbourne","Australian Open","1/21/06","Grand Slam","Outdoor","Hard","3rd Round",5,"Chela J.I.","Vliegen K.","51","84","695","481",6,1,6,4,6,4,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/21/06","Grand Slam","Outdoor","Hard","3rd Round",5,"Haas T.","Luczak P.","41","139","825","304",4,6,6,3,6,4,6,4,NA,NA,"3"
6,"Melbourne","Australian Open","1/21/06","Grand Slam","Outdoor","Hard","3rd Round",5,"Kiefer N.","Ferrero J.C.","25","17","1215","1500",6,3,6,2,5,7,6,2,NA,NA,"3"
6,"Melbourne","Australian Open","1/21/06","Grand Slam","Outdoor","Hard","3rd Round",5,"Davydenko N.","Healey N.","5","240","2355","148",6,2,5,7,6,4,7,5,NA,NA,"3"
6,"Melbourne","Australian Open","1/21/06","Grand Slam","Outdoor","Hard","3rd Round",5,"Federer R.","Mirnyi M.","1","34","6725","890",6,3,6,4,6,3,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/22/06","Grand Slam","Outdoor","Hard","4th Round",5,"Baghdatis M.","Roddick A.","54","3","684","3085",6,4,1,6,6,3,6,4,NA,NA,"3"
6,"Melbourne","Australian Open","1/22/06","Grand Slam","Outdoor","Hard","4th Round",5,"Nalbandian D.","Robredo T.","4","19","2370","1490",6,3,6,0,2,6,6,2,NA,NA,"3"
6,"Melbourne","Australian Open","1/22/06","Grand Slam","Outdoor","Hard","4th Round",5,"Santoro F.","Ferrer D.","65","14","580","1635",6,4,7,5,7,5,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/22/06","Grand Slam","Outdoor","Hard","4th Round",5,"Ljubicic I.","Johansson T.","8","13","2180","1645",6,2,6,4,6,4,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/23/06","Grand Slam","Outdoor","Hard","4th Round",5,"Kiefer N.","Chela J.I.","25","51","1215","695",7,6,6,3,6,3,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/23/06","Grand Slam","Outdoor","Hard","4th Round",5,"Davydenko N.","Hrbaty D.","5","15","2355","1540",4,6,4,6,6,4,6,2,6,3,"3"
6,"Melbourne","Australian Open","1/23/06","Grand Slam","Outdoor","Hard","4th Round",5,"Grosjean S.","Mathieu P.H.","28","48","1080","713",7,5,6,2,6,2,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/23/06","Grand Slam","Outdoor","Hard","4th Round",5,"Federer R.","Haas T.","1","41","6725","825",6,4,6,0,3,6,4,6,6,2,"3"
6,"Melbourne","Australian Open","1/24/06","Grand Slam","Outdoor","Hard","Quarterfinals",5,"Nalbandian D.","Santoro F.","4","65","2370","580",7,5,6,0,6,0,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/24/06","Grand Slam","Outdoor","Hard","Quarterfinals",5,"Baghdatis M.","Ljubicic I.","54","8","684","2180",6,4,6,2,4,6,3,6,6,3,"3"
6,"Melbourne","Australian Open","1/25/06","Grand Slam","Outdoor","Hard","Quarterfinals",5,"Kiefer N.","Grosjean S.","25","28","1215","1080",6,3,0,6,6,4,6,7,8,6,"3"
6,"Melbourne","Australian Open","1/25/06","Grand Slam","Outdoor","Hard","Quarterfinals",5,"Federer R.","Davydenko N.","1","5","6725","2355",6,4,3,6,7,6,7,6,NA,NA,"3"
6,"Melbourne","Australian Open","1/26/06","Grand Slam","Outdoor","Hard","Semifinals",5,"Baghdatis M.","Nalbandian D.","54","4","684","2370",3,6,5,7,6,3,6,4,6,4,"3"
6,"Melbourne","Australian Open","1/27/06","Grand Slam","Outdoor","Hard","Semifinals",5,"Federer R.","Kiefer N.","1","25","6725","1215",6,3,5,7,6,0,6,2,NA,NA,"3"
6,"Melbourne","Australian Open","1/29/06","Grand Slam","Outdoor","Hard","The Final",5,"Federer R.","Baghdatis M.","1","54","6725","684",5,7,7,5,6,0,6,2,NA,NA,"3"
6,"Melbourne","Australian Open","1/15/07","Grand Slam","Outdoor","Hard","1st Round",5,"Roddick A.","Tsonga J.W.","7","212","2415","186",6,7,7,6,6,3,6,3,NA,NA,"3"
6,"Melbourne","Australian Open","1/15/07","Grand Slam","Outdoor","Hard","1st Round",5,"Arthurs W.","Koubek S.","163","63","258","605",1,6,6,7,7,6,6,2,6,3,"3"
6,"Melbourne","Australian Open","1/15/07","Grand Slam","Outdoor","Hard","1st Round",5,"Gasquet R.","Volandri F.","17","45","1435","809",6,4,6,4,6,2,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/15/07","Grand Slam","Outdoor","Hard","1st Round",5,"Ancic M.","Soeda G.","10","188","2000","214",6,4,6,3,6,2,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/15/07","Grand Slam","Outdoor","Hard","1st Round",5,"Fleishman Z.","Calleri A.","170","26","240","1023",7,5,4,6,6,3,6,4,NA,NA,"3"
6,"Melbourne","Australian Open","1/15/07","Grand Slam","Outdoor","Hard","1st Round",5,"Ferrero J.C.","Hajek J.","24","77","1080","509",3,0,NA,NA,NA,NA,NA,NA,NA,NA,"0"
6,"Melbourne","Australian Open","1/15/07","Grand Slam","Outdoor","Hard","1st Round",5,"Delic A.","Simon G.","95","48","438","751",6,3,6,0,6,2,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/15/07","Grand Slam","Outdoor","Hard","1st Round",5,"Gicquel M.","Jones A.","54","182","715","221",3,6,6,7,6,4,6,1,6,0,"3"
6,"Melbourne","Australian Open","1/15/07","Grand Slam","Outdoor","Hard","1st Round",5,"Udomchoke D.","Vassallo-Arguello M.","102","85","417","470",6,3,6,3,6,2,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/15/07","Grand Slam","Outdoor","Hard","1st Round",5,"Garcia-Lopez G.","Johansson J.","65","156","562","277",1,1,NA,NA,NA,NA,NA,NA,NA,NA,"0"
6,"Melbourne","Australian Open","1/15/07","Grand Slam","Outdoor","Hard","1st Round",5,"Hrbaty D.","Vanek J.","22","103","1183","414",6,7,7,6,6,1,6,3,NA,NA,"3"
6,"Melbourne","Australian Open","1/15/07","Grand Slam","Outdoor","Hard","1st Round",5,"Federer R.","Phau B.","1","82","8120","483",7,5,6,0,6,4,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/15/07","Grand Slam","Outdoor","Hard","1st Round",5,"Spadea V.","Andreev I.","71","136","544","340",6,2,7,6,6,1,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/15/07","Grand Slam","Outdoor","Hard","1st Round",5,"Monfils G.","Bracciali D.","59","66","645","560",7,6,6,7,6,4,7,6,NA,NA,"3"
6,"Melbourne","Australian Open","1/15/07","Grand Slam","Outdoor","Hard","1st Round",5,"Lu Y.H.","Greul S.","91","80","449","486",6,3,6,4,6,3,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/15/07","Grand Slam","Outdoor","Hard","1st Round",5,"Youzhny M.","Hernych J.","25","75","1075","511",7,6,6,2,6,0,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/15/07","Grand Slam","Outdoor","Hard","1st Round",5,"Baghdatis M.","Schuettler R.","11","100","1880","425",6,4,2,6,6,3,6,2,NA,NA,"3"
6,"Melbourne","Australian Open","1/15/07","Grand Slam","Outdoor","Hard","1st Round",5,"Sela D.","Srichaphan P.","202","56","194","705",6,4,6,2,6,2,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/15/07","Grand Slam","Outdoor","Hard","1st Round",5,"Mahut N.","Monaco J.","68","67","552","559",6,0,6,7,6,3,6,4,NA,NA,"3"
6,"Melbourne","Australian Open","1/15/07","Grand Slam","Outdoor","Hard","1st Round",5,"Melzer J.","Karlovic I.","32","94","925","441",6,4,6,4,7,6,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/15/07","Grand Slam","Outdoor","Hard","1st Round",5,"Querrey S.","Acasuso J.","129","28","354","995",6,7,6,4,6,1,6,3,NA,NA,"3"
6,"Melbourne","Australian Open","1/15/07","Grand Slam","Outdoor","Hard","1st Round",5,"Bjorkman J.","Patience O.","50","115","743","379",5,7,4,6,6,0,6,1,6,2,"3"
6,"Melbourne","Australian Open","1/15/07","Grand Slam","Outdoor","Hard","1st Round",5,"Robredo T.","Ramirez-Hidalgo R.","6","55","2455","710",6,4,6,4,6,0,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/15/07","Grand Slam","Outdoor","Hard","1st Round",5,"Fish M.","Ljubicic I.","42","4","841","2570",4,6,7,6,6,4,6,4,NA,NA,"3"
6,"Melbourne","Australian Open","1/15/07","Grand Slam","Outdoor","Hard","1st Round",5,"Johansson T.","Chiudinelli M.","72","146","524","314",6,4,3,6,1,6,6,4,6,2,"3"
6,"Melbourne","Australian Open","1/15/07","Grand Slam","Outdoor","Hard","1st Round",5,"Ferrer D.","Pless K.","14","81","1610","484",7,5,6,4,6,3,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/15/07","Grand Slam","Outdoor","Hard","1st Round",5,"Lopez F.","Wilson B.","79","279","486","140",7,6,4,6,6,3,7,6,NA,NA,"3"
6,"Melbourne","Australian Open","1/15/07","Grand Slam","Outdoor","Hard","1st Round",5,"Stepanek R.","Llodra M.","20","93","1285","441",6,2,6,4,6,0,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/15/07","Grand Slam","Outdoor","Hard","1st Round",5,"Serra F.","Devilder N.","76","97","510","433",7,5,6,2,6,4,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/15/07","Grand Slam","Outdoor","Hard","1st Round",5,"Dlouhy L.","Gabashvili T.","99","113","428","385",6,3,6,1,6,7,6,7,16,14,"3"
6,"Melbourne","Australian Open","1/15/07","Grand Slam","Outdoor","Hard","1st Round",5,"Djokovic N.","Massu N.","15","43","1530","825",6,1,6,1,6,0,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/15/07","Grand Slam","Outdoor","Hard","1st Round",5,"Safin M.","Becker B.","27","57","1015","695",5,7,7,6,3,6,6,3,6,4,"3"
6,"Melbourne","Australian Open","1/16/07","Grand Slam","Outdoor","Hard","1st Round",5,"Zverev M.","Berrer M.","153","157","298","275",6,4,7,6,3,6,6,4,NA,NA,"3"
6,"Melbourne","Australian Open","1/16/07","Grand Slam","Outdoor","Hard","1st Round",5,"Lapentti N.","Mackin A.","69","270","552","147",6,4,6,4,6,2,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/16/07","Grand Slam","Outdoor","Hard","1st Round",5,"Grosjean S.","Rochus C.","29","74","965","514",6,2,4,1,NA,NA,NA,NA,NA,NA,"1"
6,"Melbourne","Australian Open","1/16/07","Grand Slam","Outdoor","Hard","1st Round",5,"Berdych T.","Lee H.T.","13","49","1670","747",6,1,6,2,6,2,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/16/07","Grand Slam","Outdoor","Hard","1st Round",5,"Smeets R.","Lacko L.","360","193","96","205",6,2,3,6,6,1,6,4,NA,NA,"3"
6,"Melbourne","Australian Open","1/16/07","Grand Slam","Outdoor","Hard","1st Round",5,"Nalbandian D.","Tipsarevic J.","8","64","2295","590",6,7,4,6,7,6,6,0,3,1,"2"
6,"Melbourne","Australian Open","1/16/07","Grand Slam","Outdoor","Hard","1st Round",5,"Ginepri R.","Almagro N.","52","31","725","932",4,6,6,2,4,6,7,5,6,3,"3"
6,"Melbourne","Australian Open","1/16/07","Grand Slam","Outdoor","Hard","1st Round",5,"Chela J.I.","Starace P.","33","89","920","458",7,6,6,4,6,4,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/16/07","Grand Slam","Outdoor","Hard","1st Round",5,"Wawrinka S.","Kim K.","40","96","885","433",6,1,2,6,6,4,6,2,NA,NA,"3"
6,"Melbourne","Australian Open","1/16/07","Grand Slam","Outdoor","Hard","1st Round",5,"Capdeville P.","Benneteau J.","148","36","304","902",4,6,6,7,6,2,6,1,6,2,"3"
6,"Melbourne","Australian Open","1/16/07","Grand Slam","Outdoor","Hard","1st Round",5,"Kohlschreiber P.","Vliegen K.","61","37","631","900",5,7,6,3,6,2,6,4,NA,NA,"3"
6,"Melbourne","Australian Open","1/16/07","Grand Slam","Outdoor","Hard","1st Round",5,"Nadal R.","Kendrick R.","2","90","4525","458",7,6,6,3,6,2,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/16/07","Grand Slam","Outdoor","Hard","1st Round",5,"Nieminen J.","Goldstein P.","18","70","1360","551",5,7,6,2,7,6,6,4,NA,NA,"3"
6,"Melbourne","Australian Open","1/16/07","Grand Slam","Outdoor","Hard","1st Round",5,"Muller G.","Gaudio G.","116","34","376","915",6,0,4,6,6,2,6,3,NA,NA,"3"
6,"Melbourne","Australian Open","1/16/07","Grand Slam","Outdoor","Hard","1st Round",5,"Davydenko N.","Roitman S.","3","78","2825","488",6,2,7,5,6,2,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/16/07","Grand Slam","Outdoor","Hard","1st Round",5,"Rochus O.","Guccione C.","39","106","895","402",3,6,7,5,7,5,6,7,9,7,"3"
6,"Melbourne","Australian Open","1/16/07","Grand Slam","Outdoor","Hard","1st Round",5,"Kuznetsov A.","Luczak P.","216","164","184","256",6,4,5,7,6,7,6,1,6,4,"3"
6,"Melbourne","Australian Open","1/16/07","Grand Slam","Outdoor","Hard","1st Round",5,"Seppi A.","Reynolds B.","98","192","428","205",6,1,6,7,6,7,7,6,6,3,"3"
6,"Melbourne","Australian Open","1/16/07","Grand Slam","Outdoor","Hard","1st Round",5,"Haas T.","Montanes A.","12","83","1855","473",7,5,6,1,7,6,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/16/07","Grand Slam","Outdoor","Hard","1st Round",5,"Mirnyi M.","Horna L.","53","62","725","620",7,6,3,6,2,6,6,4,6,4,"3"
6,"Melbourne","Australian Open","1/16/07","Grand Slam","Outdoor","Hard","1st Round",5,"Tursunov D.","Waske A.","21","107","1190","398",5,7,6,4,6,3,6,4,NA,NA,"3"
6,"Melbourne","Australian Open","1/16/07","Grand Slam","Outdoor","Hard","1st Round",5,"Clement A.","Malisse X.","44","30","820","965",6,3,3,6,7,5,6,4,NA,NA,"3"
6,"Melbourne","Australian Open","1/16/07","Grand Slam","Outdoor","Hard","1st Round",5,"Santoro F.","Kunitsyn I.","51","84","740","473",7,6,6,3,6,0,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/16/07","Grand Slam","Outdoor","Hard","1st Round",5,"Del Potro J.M.","di Mauro A.","73","92","515","447",6,3,6,3,6,1,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/16/07","Grand Slam","Outdoor","Hard","1st Round",5,"Gonzalez F.","Korolev E.","9","87","2015","459",6,7,7,6,6,3,6,2,NA,NA,"3"
6,"Melbourne","Australian Open","1/16/07","Grand Slam","Outdoor","Hard","1st Round",5,"Dancevic F.","Hanescu V.","88","759","459","20",6,3,6,3,7,6,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/16/07","Grand Slam","Outdoor","Hard","1st Round",5,"Verdasco F.","Mathieu P.H.","35","47","910","760",6,7,4,6,6,6,NA,NA,NA,NA,"0"
6,"Melbourne","Australian Open","1/16/07","Grand Slam","Outdoor","Hard","1st Round",5,"Blake J.","Moya C.","5","41","2530","870",7,6,6,2,6,4,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/16/07","Grand Slam","Outdoor","Hard","1st Round",5,"Bozoljac I.","Cilic M.","126","171","360","240",6,2,6,4,6,1,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/16/07","Grand Slam","Outdoor","Hard","1st Round",5,"Mayer F.","Soderling R.","58","23","680","1083",3,6,6,4,3,6,6,4,6,0,"3"
6,"Melbourne","Australian Open","1/16/07","Grand Slam","Outdoor","Hard","1st Round",5,"Murray A.","Martin A.","16","60","1505","641",6,0,6,0,6,1,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/16/07","Grand Slam","Outdoor","Hard","1st Round",5,"Hewitt L.","Russell M.","19","114","1295","381",3,6,2,6,6,3,6,3,6,3,"3"
6,"Melbourne","Australian Open","1/17/07","Grand Slam","Outdoor","Hard","2nd Round",5,"Udomchoke D.","Ferrero J.C.","102","24","417","1080",7,6,7,5,4,6,6,1,NA,NA,"3"
6,"Melbourne","Australian Open","1/17/07","Grand Slam","Outdoor","Hard","2nd Round",5,"Djokovic N.","Lopez F.","15","79","1530","486",6,2,7,5,6,1,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/17/07","Grand Slam","Outdoor","Hard","2nd Round",5,"Fish M.","Mahut N.","42","68","841","552",7,5,6,4,3,6,6,4,NA,NA,"3"
6,"Melbourne","Australian Open","1/17/07","Grand Slam","Outdoor","Hard","2nd Round",5,"Arthurs W.","Fleishman Z.","163","170","258","240",6,7,6,1,6,4,6,4,NA,NA,"3"
6,"Melbourne","Australian Open","1/17/07","Grand Slam","Outdoor","Hard","2nd Round",5,"Stepanek R.","Dlouhy L.","20","99","1285","428",4,6,4,6,6,4,6,1,6,4,"3"
6,"Melbourne","Australian Open","1/17/07","Grand Slam","Outdoor","Hard","2nd Round",5,"Ferrer D.","Johansson T.","14","72","1610","524",6,2,6,7,6,2,6,2,NA,NA,"3"
